author	title	type	collection	year	_merge	category
"[{:family=>""Rhodes"", :given=>""J.M.""}, {:family=>""Morgan"", :given=>""C.""}, {:family=>""Liias"", :given=>""R.A.""}]"	Geochemistry of Axial Seamount lavas: Magmatic relationship between the Cobb hotspot and the Juan de Fuca Ridge	article-journal	J Geophys Res	1990	both	Required
"[{:family=>""Desonie"", :given=>""D.L.""}, {:family=>""Duncan"", :given=>""R.A.""}]"	The Cobb-Eickelberg seamount chain: Hotspot volcanism with mid-ocean ridge basalt affinity	article-journal	J Geophys Res	1990	both	Required
"[{:family=>""Geist"", :given=>""D.""}, {:family=>""Naumann"", :given=>""T.""}, {:family=>""Larson"", :given=>""P.""}]"	Evolution of Galapagos Magmas: Mantle and Crustal Fractionation without Assimilation	article-journal	J. Petrology	1998	both	Required
"[{:family=>""Geist"", :given=>""D.""}, {:family=>""Richards"", :given=>""M.""}]"	Origin of the Columbia Plateau and Snake River Plain: Deflection of the Yellowstone plume	article-journal	Geology	1993	both	Required
"[{:family=>""Naumann"", :given=>""T.R.""}, {:family=>""Geist"", :given=>""D.J.""}]"	Generation of alkalic basalt by crystal fractionation of tholeiitic magma	article-journal	Geology	1999	both	Required
"[{:family=>""McCollom"", :given=>""T.M.""}]"	Geochemical constraints on primary productivity in submarine hydrothermal vent plumes	article-journal	Deep-Sea Research	2000	both	Required
"[{:family=>""Tunnicliffe"", :given=>""V.""}, {:family=>""Fowler"", :given=>""C.M.R.""}]"	Influence of sea-floor spreading on the global hydrothermal vent fauna	article-journal	Nature	1996	both	Required
"[{:family=>""Morgan"", :given=>""Phipps""}, {:others=>true}]"	Observational hints for a plume-fed sub-oceanic asthneosphere and its role in mantle convection	article-journal	Journal of Geophys. Res	1995	both	Required
"[{:family=>""Morgan"", :given=>""Phipps""}, {:family=>""J.""}, {:family=>""Morgan"", :given=>""W.J.""}]"	Two-stage melting and the geochemical evolution of the mantle: a recipe for mantle plum-pudding	chapter	_Earth Planet Sci Lett_170	1999	both	Required
"[{:family=>""Schilling"", :given=>""J.G.""}]"	Fluxes and excess temperatures of the mantle plumes inferred from their interaction with migrating mid-ocean ridges	article-journal	Nature	1991	right_only	Required
"[{:family=>""Hieronymus"", :given=>""C.F.""}, {:family=>""Bercovici"", :given=>""D.""}]"	Non-hotspot formation of volcanic chains: control of tectonic and flexural stresses on magma transport	article-journal	Earth Planet Sci Lett	2000	right_only	Required
