author	title	type	collection	year	_merge	category
"[{:family=>""Behrens"", :given=>""Anke""}, {:family=>""Schaeffer"", :given=>""Philippe""}, {:family=>""Bernasconi"", :given=>""Stefano""}, {:family=>""Albrecht"", :given=>""Pierre""}]"	17(E)-13 alpha	article-journal	Organic Geochemistry	1999	left_only	Required
"[{:family=>""Brocks"", :given=>""Jochen""}, {:family=>""Logan"", :given=>""Graham""}, {:family=>""Buick"", :given=>""Roger""}, {:family=>""Summons"", :given=>""Roger""}]"	Archean Molecular Fossils and the Early Rise of Eukaryotes	article-journal	Science	1999-08-13	left_only	Required
"[{:family=>""Walker"", :given=>""Richard""}, {:family=>""Walker"", :given=>""David""}]"	Does the Core Leak?				both	Required
"[{:family=>""Walker"", :given=>""Dave""}]"	Core Issues				both	Required
"[{:family=>""Wadhwa"", :given=>""M.""}, {:family=>""Srinivasan"", :given=>""G.""}, {:family=>""Carlson"", :given=>""R.W.""}]"	Time Scales of Planetesimal Differentiation	chapter	Meteorites and the Early Solar System II	2006	both	Required
"[{:family=>""Foley"", :given=>""C.N.""}, {:family=>""Wadhwa"", :given=>""M.""}, {:family=>""Borg"", :given=>""L.""}, {:family=>""Janney"", :given=>""P.E.""}, {:family=>""Hines"", :given=>""R.""}, {:family=>""Grove"", :given=>""T.L.""}]"	The Early Differentiation History of Mars from New Constraints on the 182W-142Nd Isotope Systematics in SNC Meteorites	article-journal	Geochimica Cosmochimica Acta	2005	left_only	Required
"[{:family=>""Dauphas"", :given=>""N.""}, {:family=>""Zuilen"", :given=>""M."", :particle=>""van""}, {:family=>""Wadhwa"", :given=>""M.""}, {:family=>""Davis"", :given=>""A.M.""}, {:family=>""Marty"", :given=>""S.""}, {:family=>""Janney"", :given=>""P.E.""}]"	Clues from Fe Isotope Variations on the Origin of Early Archean BIFs from Greenland	article-journal	Science	2004	left_only	Required
"[{:family=>""Bédard"", :given=>""Jean H.""}]"	Evidence for Regional-Scale	article-journal	The Journal of Geology	2003	left_only	Required
"[{:family=>""Bédard"", :given=>""Jean H.""}, {:family=>""Brouillette"", :given=>""Pierre""}, {:family=>""Madore"", :given=>""Louis""}, {:family=>""Berclaz"", :given=>""Alain""}]"	Archean cratonization and deformation in the northern Superior Province	article-journal	Precambrian Research	2003	left_only	Required
"[{:family=>""Bédard"", :given=>""J.H.""}]"	Erratum to Archaean cratonization and deformation in the northern Superior Province	article-journal	Precambian Research	2003	left_only	Required
"[{:family=>""Tian"", :given=>""Feng""}, {:family=>""Toon"", :given=>""Owen B.""}, {:family=>""Pavlov"", :given=>""Alexander A.""}, {:family=>""Sterck"", :given=>""H."", :particle=>""De""}]"	A Hydrogen-Rich Early Earth Atmosphere	article-journal	Sciencexpress	2005-04	left_only	Required
"[{:family=>""Kasting"", :given=>""James""}, {:family=>""Catling"", :given=>""David""}]"	Evolution of a Habitable Planet	article-journal	Annual Revised Astron. Astrophys	2003	left_only	Required
"[{:family=>""Canfeld"", :given=>""D.E.""}]"	A New Model for Proterozoic Ocean Chemistry	article-journal	Nature	1998-12-03	left_only	Required
"[{:family=>""Rouxel"", :given=>""Olivier J.""}, {:family=>""Bekker"", :given=>""Andrey""}, {:family=>""Edwards"", :given=>""Katrina J.""}]"	Iron Isotope Constraints on the Archean and Paleoproterozoic	article-journal	Science	2005-02-18	left_only	Required
"[{:family=>""Yamaguchi"", :given=>""Kosei E.""}, {:family=>""Johnson"", :given=>""Clark M.""}, {:family=>""Beard"", :given=>""Brian L.""}, {:family=>""Ohmoto"", :given=>""Hiroshi""}]"	Biogeochemical cycling of iron in the Archean-Paleoproterozoic Earth: Constraints from iron isotope variations in sedimentary rocks from the Kaapvaal and Pilbara Cratons	article-journal	Chemical Geology		left_only	Required
"[{:family=>""Walker"", :given=>""Dave""}]"	Core Participation in Mantle Geochemistry: Geochemical Society Ingerson Lecture	article-journal	Geochimica et Cosmochinica Acta	2000	left_only	Optional
"[{:family=>""Walker"", :given=>""Dave""}, {:others=>true}]"	O2 volumes at high pressure from KClO4 decomposition: D as a siderophile element pump instead of a lid on the core	article-journal	Geochemistry	2002-11-23	left_only	Optional
"[{:family=>""Knittle"", :given=>""Elise""}, {:family=>""Jeanloz"", :given=>""Raymond""}]"	Earth’s Core-Mantle Boundary: Results of Experiments at High Pressures and Temperatures	article-journal	Science	1991-03-22	left_only	Optional
"[{:family=>""Hugh"", :given=>""St""}, {:family=>""O’Neill"", :given=>""C.""}]"	Oxide-metal equilibria to 2500 degree C and 25 GPa: Implications for core formation and the light component in the Earth’s core	article-journal	Journal of Geophysical Research	1998-06-10	left_only	Optional
"[{:family=>""Arrhenius"", :given=>""G.""}, {:family=>""Lepland"", :given=>""A.""}]"	Accretion of Moon and Earth and the emergence of life.” Chemical Geology169			2000	right_only	Required
"[{:family=>""Zuilen"", :particle=>""van""}, {:family=>""A."", :given=>""Mark""}, {:family=>""Lepland"", :given=>""A.""}, {:family=>""Jan Teranes"", :given=>""J.Finarelli""}, {:family=>""Wahlen"", :given=>""M.""}, {:family=>""Arrhenius"", :given=>""G.""}]"	Graphite and carbonates in the 3.8 Ga old Isua Supracrustal Belt			2003	right_only	Required
"[{:family=>""Arrhenius"", :given=>""O.Gustaf""}]"	Crystals and Life.” Helvetica Chimica 86			2003	right_only	Required
"[{:family=>""Melosh"", :given=>""H.J.""}]"	Giant Impacts and the Thermal State of the Early Earth	chapter	Encyclopedia of Planetary Sciences		right_only	Required
"[{:family=>""Soloman"", :given=>""S.C.""}, {:family=>""Aharonson"", :given=>""O.""}, {:others=>true}]"	New Perspectives on Ancient Mars.” Science 307			2005	right_only	Required
"[{:family=>""Hardie"", :given=>""L.A.""}]"	Secular variations in seawater chemistry: An explanation for the coupled secular variation in the mineralogies of marine limestones and potash evaporites over the past 600 My.” Geology 24			1996	right_only	Required
"[{:family=>""Holland"", :given=>""H.D.""}]"	The geologic history of seawater.” In The Oceans and Marine Geochemistry. Edited by H	article-journal	Elderfield	2006	right_only	Required
"[{:family=>""Lowenstein"", :given=>""T.K.""}, {:family=>""Timofeeff"", :given=>""M.N.""}, {:family=>""Brennan"", :given=>""S.T.""}, {:family=>""Hardie"", :given=>""L.A.""}, {:family=>""Demicco"", :given=>""R.V.""}]"	Oscillations in Phanerozoic seawater chemistry	article-journal	Evidence from fluid	2001	right_only	Required
"[{:family=>""Lowenstein"", :given=>""T.K.""}, {:family=>""Timofeeff"", :given=>""M.N.""}, {:family=>""Brennan"", :given=>""S.T.""}, {:family=>""Hardie"", :given=>""L.A.""}, {:family=>""Demicco"", :given=>""R.V.""}]"	Secular variation in seawater chemistry and the origin of calcium chloride basinal brines.” Geology 31			2003	right_only	Required
"[{:family=>""Weiss"", :given=>""Benjamin P.""}, {:family=>""Vali"", :given=>""Hojatollah""}, {:family=>""Baudenbacher’"", :given=>""Franz J.""}, {:family=>""Kirschvink"", :given=>""Joseph L.""}, {:family=>""Stewart"", :given=>""Sarah T.""}, {:family=>""Shuster"", :given=>""David L.""}]"	Records of an ancient Martian magnetic field in ALH84001	article-journal	Elsevier Science.” Earth and Planetary Science	2002	right_only	Required
"[{:family=>""Weiss"", :given=>""Benjamin P.""}, {:family=>""Shuster"", :given=>""David L.""}, {:family=>""Stewart"", :given=>""G.Sarah T.""}]"	Temperatures on Mars from 40Ar/39Ar thermochronology of ALH84001			2002	right_only	Required
"[{:family=>""Stevenson"", :given=>""David J.""}]"	Mars’ Core and Magnetism.” Nature 412			2001-07-12	right_only	Required
"[{:family=>""Chambers"", :given=>""J.E.""}]"	Planet Formation.”  In Meteorites	article-journal	Treatise on Geochemistry	2006	right_only	Required
"[{:family=>""Pearson"", :given=>""Ann""}, {:family=>""Budin"", :given=>""Meytal""}, {:family=>""Brocks"", :given=>""Jochen J.""}]"	Phylogenetic and biochemical evidence for sterol synthesis in the bacterium Gemmata obscuriglobus.” PNAS 100			2003-12-23	right_only	Required
"[{:family=>""Behrens"", :given=>""Anke""}, {:family=>""Schaeffer"", :given=>""Philippe""}, {:family=>""Bernasconi"", :given=>""Stefano""}, {:family=>""Albrecht"", :given=>""Pierre""}]"	17(E)-13 alpha			1999	right_only	Required
"[{:family=>""Brocks"", :given=>""Jochen""}, {:family=>""Logan"", :given=>""Graham""}, {:family=>""Buick"", :given=>""Roger""}, {:family=>""Summons"", :given=>""Roger""}]"	Archean Molecular Fossils and the Early Rise of Eukaryotes.” Science 285			1999-08-13	right_only	Required
"[{:family=>""Foley"", :given=>""C.N.""}, {:family=>""Wadhwa"", :given=>""M.""}, {:family=>""Borg"", :given=>""L.""}, {:family=>""Janney"", :given=>""P.E.""}, {:family=>""Hines"", :given=>""R.""}, {:family=>""Grove"", :given=>""T.L.""}]"	The Early Differentiation History of Mars from New Constraints on the 182W-142Nd Isotope Systematics in SNC Meteorites.” Geochimica Cosmochimica Acta (2005	chapter	in revision		right_only	Required
"[{:family=>""Dauphas"", :given=>""N.""}, {:family=>""Zuilen"", :given=>""M."", :particle=>""van""}, {:family=>""Wadhwa"", :given=>""M.""}, {:family=>""Davis"", :given=>""A.M.""}, {:family=>""Marty"", :given=>""S.""}, {:family=>""Janney"", :given=>""P.E.""}]"	Clues from Fe Isotope Variations on the Origin of Early Archean BIFs from Greenland.” Science 306			2004	right_only	Required
"[{:family=>""Bédard"", :given=>""Jean H.""}]"	Evidence for Regional-Scale	article-journal	Canada.” The Journal of Geology 111	2003	right_only	Required
"[{:family=>""Bédard"", :given=>""Jean H.""}, {:family=>""Brouillette"", :given=>""Pierre""}, {:family=>""Madore"", :given=>""Louis""}, {:family=>""Berclaz"", :given=>""Alain""}]"	Archean cratonization and deformation in the northern Superior Province	article-journal	Elsevier.” Precambrian Research 127	2003	right_only	Required
"[{:family=>""Bédard"", :given=>""J.H.""}]"	Erratum to Archaean cratonization and deformation in the northern Superior Province			2003	right_only	Required
"[{:family=>""Tian"", :given=>""Feng""}, {:family=>""Toon"", :given=>""Owen B.""}, {:family=>""Pavlov"", :given=>""Alexander A.""}, {:family=>""Sterck"", :given=>""H."", :particle=>""De""}]"	A Hydrogen-Rich Early Earth Atmosphere.” Sciencexpress 7			2005-04	right_only	Required
"[{:family=>""Kasting"", :given=>""James""}, {:family=>""Catling"", :given=>""David""}]"	Evolution of a Habitable Planet.” Annual Revised Astron	article-journal	Astrophys 41	2003	right_only	Required
"[{:family=>""Canfeld"", :given=>""D.E.""}]"	A New Model for Proterozoic Ocean Chemistry.” Nature396			1998-12-03	right_only	Required
"[{:family=>""Rouxel"", :given=>""Olivier J.""}, {:family=>""Bekker"", :given=>""Andrey""}, {:family=>""Edwards"", :given=>""Katrina J.""}]"	Iron Isotope Constraints on the Archean and Paleoproterozoic.” Science 307			2005-02-18	right_only	Required
"[{:family=>""Yamaguchi"", :given=>""Kosei E.""}, {:family=>""Johnson"", :given=>""Clark M.""}, {:family=>""Beard"", :given=>""Brian L.""}, {:family=>""Ohmoto"", :given=>""Hiroshi""}]"	Biogeochemical cycling of iron in the Archean-Paleoproterozoic Earth: Constraints from iron isotope variations in sedimentary rocks from the Kaapvaal and Pilbara Cratons.” Chemical Geology				right_only	Required
"[{:family=>""Walker"", :given=>""Dave""}]"	Core Participation in Mantle Geochemistry: Geochemical Society Ingerson Lecture			2000	right_only	Optional
"[{:family=>""Walker"", :given=>""Dave""}, {:others=>true}]"	O2 volumes at high pressure from KClO4 decomposition: D as a siderophile element pump instead of a lid on the core.” Geochemistry	article-journal	Geophysics and Geosystems	2002-11-23	right_only	Optional
"[{:family=>""Knittle"", :given=>""Elise""}, {:family=>""Jeanloz"", :given=>""Raymond""}]"	Earth’s Core-Mantle Boundary: Results of Experiments at High Pressures and Temperatures.” Science 251			1991-03-22	right_only	Optional
"[{:family=>""Hugh"", :given=>""St""}, {:family=>""O’Neill"", :given=>""C.""}]"	Oxide-metal equilibria to 2500 degree C and 25 GPa: Implications for core formation and the light component in the Earth’s core.” Journal of Geophysical Research 103			1998-06-10	right_only	Optional
