author	title	type	collection	year	_merge	category
"[{:family=>""Ujang"", :given=>""Z.""}, {:family=>""Henze"", :given=>""M.""}]"	Sustainable Sanitation for Developing Countries	chapter	Chapter 1 in Municipal Wastewater Management in Developing Countries: Principles and Engineering	2006	both	Optional
"[{:family=>""Trieb"", :given=>""Franz""}, {:others=>true}]"	AQUA-CSP: Concentrating Solar Power for Seawater Desalination	book		2007-11	both	Optional
"[{:family=>""Narayan"", :given=>""G.P.""}, {:family=>""Sharqawy"", :given=>""M.H.""}, {:family=>""Summers"", :given=>""E.K.""}, {:family=>""V"", :given=>""J.H.Lienhard""}, {:family=>""Zubair"", :given=>""S.M.""}, {:family=>""Antar"", :given=>""M.A.""}]"	The Potential of Solar-driven Humidification-dehumidification Desalination for Small-scale Decentralized Water Production	article-journal	Renewable and Sustainable Energy Reviews	2009	both	Optional
"[{:family=>""Fath"", :given=>""Hassan E.S.""}, {:others=>true}]"	PV and Thermally Driven Small-Scale	article-journal	Desalination	2008	both	Optional
"[{:family=>""Fath"", :given=>""Hassan E.S.""}, {:others=>true}]"	PV and Thermally Driven Small-Scale	article-journal	Desalination	2008	both	Optional
"[{:family=>""Fath"", :given=>""Hassan E.S.""}, {:others=>true}]"	PV and Thermally Driven Small-Scale	article-journal	Desalination	2008	both	Required
"[{:family=>""Fath"", :given=>""Hassan E.S.""}, {:others=>true}]"	PV and Thermally Driven Small-Scale	article-journal	Desalination	2008	both	Required
"[{:family=>""Alarcón-Padilla"", :given=>""Diego-Cesar""}, {:others=>true}]"	First Experimental Results of a New Hybrid Solar/Gas Multi-Effect Distillation System: The AQUASOL Project	article-journal	Desalination	2008	both	Optional
"[{:family=>""Ettouney"", :given=>""H.""}, {:family=>""Rizzuti"", :given=>""L.""}, {:family=>""Rizzuti"", :given=>""Lucio""}, {:family=>""Ettouney"", :given=>""Hisham M.""}, {:family=>""Cipollina"", :given=>""Andrea""}]"	Solar Desalination: A Challenge for Sustainable Fresh Water in the 21st Century	article-journal	Chapter	2007	both	Optional
"[{:family=>""Koschikowski"", :given=>""Joachim""}, {:family=>""Weighaus"", :given=>""Marcel""}, {:family=>""Rommel"", :given=>""Matthias""}]"	Solar Thermal-Driven Desalination Plants Based on Membrane Distillation	article-journal	Desalination	2003	both	Optional
"[{:family=>""Dean"", :given=>""Cornelia""}]"	Rising Acidity is Threatening Food Web of Oceans	article-journal	New York Times	2009-01-30	both	Required
"[{:family=>""Sauvet-Guichon"", :given=>""Bruno""}]"	Ashkelon Desalination Plant — A Successful Challenge	article-journal	Desalination	2007-02	both	Required
"[{:family=>""Strathmann"", :given=>""Heiner""}]"	The Ion-Exchange Equilibrium and the Donnan Potential,” and “The Electrochemical Equilibrium	article-journal	chapter 2 in Ion-Exchange Membrane Separation Processes	2004	both	Required
"[{:family=>""Probstein"", :given=>""Ronald F.""}]"	The Electrolytic Cell,” “Electrodialysis,” and “Ion Exchange	chapter	Sections 6.1-6.3 in Physicochemical Hydrodynamics	2003	both	Required
"[{:family=>""Hammer"", :given=>""Mark J.""}, {:family=>""Hammer"", :given=>""Mark J."", :suffix=>""Jr""}]"	Water Processing.” Chapter 7 in Water and Wastewater Technology			2007	both	Required
"[{:family=>""Tarr"", :given=>""J.A.""}, {:others=>true}]"	Water and Wastes: A Retrospective Assessment of Wastewater Technology in the United States	article-journal	Technology and Culture	1984-04	both	Required
"[{:family=>""Tarr"", :given=>""J.A.""}, {:family=>""Appendix"", :given=>""in del Porto""}, {:family=>""David""}, {:family=>""Steinfeld"", :given=>""Carol""}]"	Origins of the Piped Society			2000	both	Required
"[{:family=>""Tarr"", :given=>""J.A.""}, {:family=>""Appendix"", :given=>""in del Porto""}, {:family=>""David""}, {:family=>""Steinfeld"", :given=>""Carol""}]"	Origins of the Piped Society			2000	both	Required
"[{:family=>""Ettouney"", :given=>""H.""}, {:family=>""Rizzuti"", :given=>""L.""}]"	Solar Desalination: A Challenge for Sustainable Fresh Water in the 21st Century.” Chapter 1 in Solar Desalination for the 21st Century: A Review of Modern Technologies and Researched on Desalination Coupled to Renewable Energies			2007	both	Required
"[{:family=>""Wilf"", :given=>""Mark""}]"	The Guide Book to Membrane Desalination Technology			2007	both	Optional
"[{:family=>""Sandler"", :given=>""S.I.""}]"	Chemical			2006	both	Optional
"[{:family=>""Twort"", :given=>""A.C.""}, {:family=>""Ratnayaka"", :given=>""D.D.""}, {:family=>""Brandt"", :given=>""M.J.""}]"	Water Supply			2001	both	Optional
"[{:family=>""Baker"", :given=>""R.W.""}]"	Membrane Technology and Applications			2004	both	Optional
"[{:family=>""Hammer"", :given=>""M.J.""}, {:family=>""Hammer"", :given=>""M.J."", :suffix=>""Jr""}]"	Water and Wastewater Technology			2007	both	Optional
"[{:family=>""Reynolds"", :given=>""T.D.""}, {:family=>""Richards"", :given=>""P.A.""}]"	Unit Operations and Processes in Environmental Engineering			1995	both	Optional
"[{:family=>""Glasstone"", :given=>""S.""}]"	Thermodynamics for Chemists	book		1947	both	Optional
"[{:family=>""Strathmann"", :given=>""H.""}]"	Ion-Exchange Membrane Separation Processes			2004	both	Optional
"[{:family=>""Spielger"", :given=>""K.S.""}, {:family=>""El-Sayed"", :given=>""Y.M.""}]"	A Desalination Primer			1994	both	Optional
"[{:family=>""El-Dessouky"", :given=>""H.T.""}, {:family=>""Ettouney"", :given=>""H.M.""}]"	Fundamentals of Salt Water Desalination			2002	both	Optional
"[{:family=>""Stewart"", :given=>""Robert H.""}]"	Definition of Salinity.” Section 6.1 in Introduction to Physical Oceanography. Texas A & M University				right_only	Optional
"[{:family=>""Yasuda"", :given=>""H.""}, {:family=>""Lamaze"", :given=>""C.E.""}, {:family=>""Schindler"", :given=>""A.""}]"	Salt Rejection by Polymer Membranes in Reverse Osmosis	article-journal	II. Ionic Polymers.” Journal of Polymer Science	1971	right_only	Optional
"[{:family=>""Strathmann"", :given=>""Heiner""}]"	Electromembrane Processes: State-of-the-Art Processes and Recent Developments	article-journal	European Desalination Society	2007	right_only	Optional
"[{:family=>""Murcott"", :given=>""Susan""}]"	Water and Sanitation Literacy Quiz				right_only	Optional
