author	title	type	collection	year	_merge	category
"[{:family=>""Einav"", :given=>""Liran""}, {:family=>""Knoepfle"", :given=>""Dan""}, {:family=>""al"", :particle=>""et.""}]"	Sales Taxes and Internet Commerce	article-journal	American Economic Review	2014	both	Optional
"[{:family=>""Levy"", :given=>""Steven""}]"	Secret of Googlenomics: Data-Fueled Recipe Brews Profitability	article-journal	Wired. May	2009	both	Optional
"[{:family=>""Ellison"", :given=>""Glenn""}, {:family=>""Ellison"", :given=>""Sara Fisher""}]"	Tax Sensitivity and Home State Preferences in Internet Purchasing	article-journal	American Economic Journal: Economic Policy	2009	both	Optional
"[{:family=>""Barney"", :given=>""Lee""}]"	Amazon.com: Forget Being Earth’s Superstore. Can It Turn a Profit?	article-journal	The Street	2000-12-18	both	Optional
"[{:family=>""Acohido"", :given=>""Byron""}]"	Amazon: We’ll Be Profitable by Year’s End	article-journal	USA Today	2002	both	Optional
"[{:family=>""Thomas"", :given=>""Owen""}]"	Amazon.com Tests the Notion of Fixed Prices	article-journal	Business	2000	both	Optional
"[{:family=>""Angwin"", :given=>""Julia""}, {:family=>""Mattioli"", :given=>""Dana""}]"	Don’t Like This Price? Wait a Minute	article-journal	The Wall Street Journal	2012-09-05	both	Optional
"[{:family=>""Gannett"", :given=>""Allen""}]"	Behavioral Pricing: A Consumer’s Worst Nightmare	article-journal	The Next Web	2012-01-21	both	Optional
"[{:family=>""Luhby"", :given=>""Tami""}]"	Get Ready to Pay Sales Tax on Amazon	article-journal	CNN Money	2012-07-18	both	Optional
"[{:family=>""Streitfeld"", :given=>""David""}]"	Amazon	article-journal	New York Times	2012-09-11	both	Optional
"[{:family=>""Manjoo"", :given=>""Farhard""}]"	I Want it Today: How Amazon’s Ambitious New Push for Same-day Delivery will Destroy Local Retail	article-journal	Slate.com	2012-07-11	both	Optional
"[{:family=>""Goldfarb"", :given=>""Avi""}, {:family=>""Tucker"", :given=>""Catherine""}]"	Privacy Regulation and Online Advertising	article-journal	Management Science	2010	right_only	Optional
"[{:family=>""Lucking-Reiley"", :given=>""David""}]"	Vickrey Auctions in Practice: From Nineteenth Century Philately to Twenty-first Century E-commerce	article-journal	Journal of Economic Perspectives	2000	right_only	Optional
"[{:family=>""Byers"", :given=>""John W.""}, {:family=>""Mitzenmacher"", :given=>""Michael""}, {:others=>true}]"	The Groupon Effect on Yelp Ratings: A Root Cause Analysis	article-journal	Association for Computing Machinery	2012	right_only	Optional
